0,037118559	0,96734555	5,13688379
-0,941707115	0,162929818	12,41009058
0,106909006	0,836092696	5,743649031
-0,068691384	0,277348497	8,949211919
-0,226231178	-0,413191648	14,8005295
0,428015239	-0,817247905	19,42336265
0,81516987	-0,014180599	13,10735272
0,170170099	-0,856334957	19,40417236
0,95102784	-0,483520874	18,04911372
-0,457560121	0,540904387	7,886003808
-0,723655717	0,53740114	8,849423641
0,99285727	0,328594037	11,54449246
0,055107803	0,952163593	5,205032881
0,706018991	0,610790122	8,355196617
-0,770010123	0,416561415	9,793302275
0,706152258	0,450030972	9,300761012
0,192406671	0,355252064	8,521452523
-0,16207364	-0,501965453	15,59846585
0,24651286	0,483845356	7,77975558
0,130021682	-0,608052719	16,65459488
0,447275571	0,58671786	7,594899125
0,479102791	0,165991863	10,41579015
0,471370658	0,103577586	10,85940684
0,750064221	-0,833926576	20,75006868
0,065801927	-0,965670668	20,60339471
-0,583369379	-0,577234405	17,30523386


